Designator,Mid X,Mid Y,Rotation,Layer
R6,139.586532,-111.13477,0.0,top
R60,143.095,-98.719999,270.0,top
R61,116.506532,-99.41477,180.0,top
R62,120.336532,-99.22477,0.0,top
R63,119.316532,-97.33477,0.0,top
R64,120.336532,-98.28477,0.0,top
R65,114.706532,-100.394771,180.0,top
R7,136.286532,-116.03477,0.0,top
R8,129.426534,-111.465254,0.0,top
R9,126.536534,-109.505254,270.0,top
TC1,166.993468,-86.19273,90.0,top
TC2,173.968468,-86.20273,90.0,top
TXLED1,135.525,-104.06,90.0,top
U1,144.616532,-111.24977,90.0,top
U2,130.966534,-108.035254,90.0,top
U3,155.145676,-115.569147,0.0,top
U4,155.123676,-110.666221,0.0,top
U5,155.35749,-104.639639,0.0,top
U6,166.665,-99.1075,180.0,top
U7,173.725,-99.0975,180.0,top
USBLED1,160.415,-121.37,270.0,top
Y1,136.666532,-112.43477,90.0,top
